name,type,category,sourceBlock,line,alreadyWindowExposed,neededGlobalByInlineHandler
renderRetrospectives,function,retrospectives,retro-manager-and-release-reports,23432,False,True
_escHtml,function,utils-core,retro-manager-and-release-reports,23536,False,False
_escAttr,function,utils-core,retro-manager-and-release-reports,23539,False,True
openRetroAddEntry,function,retrospectives,retro-manager-and-release-reports,23544,False,True
_submitRetroEntry,function,retrospectives,retro-manager-and-release-reports,23578,False,True
confirmDeleteRetro,function,retrospectives,retro-manager-and-release-reports,23591,False,True
_rrInitialized,assign,retrospectives,retro-manager-and-release-reports,23611,False,False
_rrGetSelectedProjects,function,retrospectives,retro-manager-and-release-reports,23614,False,False
_rrGetSelectedSprints,function,retrospectives,retro-manager-and-release-reports,23615,False,False
_rrPopulateProjectSel,function,retrospectives,retro-manager-and-release-reports,23618,False,False
_rrPopulateSprintSel,function,retrospectives,retro-manager-and-release-reports,23619,False,False
_rrOnProjectChange,function,retrospectives,retro-manager-and-release-reports,23622,False,False
_rrFilterTimer,assign,retrospectives,retro-manager-and-release-reports,23625,False,False
_debouncedRenderReleaseReports,function,main-bootstrap,retro-manager-and-release-reports,23626,False,False
_rrResetFilters,function,retrospectives,retro-manager-and-release-reports,23632,False,False
_rrDatePreset,assign,retrospectives,retro-manager-and-release-reports,23644,False,False
_rrDateRangeStart,assign,retrospectives,retro-manager-and-release-reports,23645,False,False
_rrDateRangeEnd,assign,retrospectives,retro-manager-and-release-reports,23646,False,False
_rrComputeDateRange,function,retrospectives,retro-manager-and-release-reports,23649,False,False
_rrOnDatePreset,function,retrospectives,retro-manager-and-release-reports,23670,False,True
_rrOnCustomDate,function,retrospectives,retro-manager-and-release-reports,23691,False,True
_rrUpdateDateChip,function,retrospectives,retro-manager-and-release-reports,23704,False,False
_rrClearDateFilter,function,retrospectives,retro-manager-and-release-reports,23727,False,True
_getReleaseReportsData,function,release-reports-extra,retro-manager-and-release-reports,23740,False,False
_rrSprintSpillover,function,retrospectives,retro-manager-and-release-reports,23809,False,False
renderReleaseReports,function,release-reports,retro-manager-and-release-reports,23832,False,True
_renderRRThemeAnalysis,function,release-reports-extra,retro-manager-and-release-reports,23968,False,False
_renderRRReleaseNotes,function,releases,retro-manager-and-release-reports,24121,False,False
exportReleaseReportsPDF,function,release-reports,retro-manager-and-release-reports,24189,False,True
_sfMsDrop,iife,export-shared,shared-multiselect-and-more,24451,False,False
_rptSelProjs,assign,reports,shared-multiselect-and-more,24586,False,False
_rptSelSprints,assign,reports,shared-multiselect-and-more,24587,False,False
_rptGetProjIds,function,reports,shared-multiselect-and-more,24590,False,False
_rptGetSprintIds,function,reports,shared-multiselect-and-more,24592,False,False
_rptToggleProjDrop,function,reports,shared-multiselect-and-more,24595,False,True
_rptToggleSprintDrop,function,reports,shared-multiselect-and-more,24620,False,True
_rptOnProjApply,function,reports,shared-multiselect-and-more,24646,False,False
_rrSelProjs2,assign,retrospectives,shared-multiselect-and-more,24670,False,False
_rrSelSprints2,assign,retrospectives,shared-multiselect-and-more,24671,False,False
_rrToggleProjDrop,function,retrospectives,shared-multiselect-and-more,24674,False,True
_rrToggleSprintDrop,function,retrospectives,shared-multiselect-and-more,24699,False,True
_rrOnProjApply2,function,retrospectives,shared-multiselect-and-more,24725,False,False
_drSelProjs,assign,delay-reports,shared-multiselect-and-more,24775,False,False
_drSelSprints,assign,delay-reports,shared-multiselect-and-more,24776,False,False
_drAdvFilters,assign,delay-reports,shared-multiselect-and-more,24777,False,False
_drGetProjIds,function,delay-reports,shared-multiselect-and-more,24779,False,False
_drGetSprintIds,function,delay-reports,shared-multiselect-and-more,24780,False,False
_drToggleProjDrop,function,delay-reports,shared-multiselect-and-more,24783,False,True
_drToggleSprintDrop,function,delay-reports,shared-multiselect-and-more,24808,False,True
_drOnProjApply,function,delay-reports,shared-multiselect-and-more,24834,False,False
toggleDrFilterPanel,function,delay-reports,shared-multiselect-and-more,24854,False,True
_drPopulateAdvFilters,function,delay-reports,shared-multiselect-and-more,24859,False,False
applyDrAdvFilters,function,delay-reports,shared-multiselect-and-more,24875,False,True
resetDrAdvFilters,function,delay-reports,shared-multiselect-and-more,24883,False,True
_drDatePreset,assign,delay-reports,shared-multiselect-and-more,24892,False,False
_drDateRangeStart,assign,delay-reports,shared-multiselect-and-more,24893,False,False
_drDateRangeEnd,assign,delay-reports,shared-multiselect-and-more,24894,False,False
_drComputeDateRange,function,delay-reports,shared-multiselect-and-more,24895,False,False
_drOnDatePreset,function,delay-reports,shared-multiselect-and-more,24913,False,True
_drOnCustomDate,function,delay-reports,shared-multiselect-and-more,24927,False,True
_drUpdateDateChip,function,delay-reports,shared-multiselect-and-more,24937,False,False
_drClearDateFilter,function,delay-reports,shared-multiselect-and-more,24954,False,True
_drFilterTimer,assign,delay-reports,shared-multiselect-and-more,24964,False,False
_debouncedRenderDelayReports,function,delay-reports,shared-multiselect-and-more,24965,False,False
_drClearAllFilters,function,delay-reports,shared-multiselect-and-more,24970,False,True
_drDrillProject,function,delay-reports,shared-multiselect-and-more,24981,False,True
_drDrillEpic,function,delay-reports,shared-multiselect-and-more,24987,False,True
_drDrillSprint,function,delay-reports,shared-multiselect-and-more,24992,False,True
_drDrillAssignee,function,delay-reports,shared-multiselect-and-more,24998,False,True
_drOpenItem,function,delay-reports,shared-multiselect-and-more,25004,False,True
_drDueDateStr,function,delay-reports,shared-multiselect-and-more,25011,False,False
_drIsDone,function,delay-reports,shared-multiselect-and-more,25016,False,False
_drComputeDelay,function,delay-reports,shared-multiselect-and-more,25024,False,False
_drIsCardDelayed,function,delay-reports,shared-multiselect-and-more,25062,False,False
_getDelayReportsData,function,delay-reports,shared-multiselect-and-more,25077,False,False
_drComputeKpis,function,delay-reports,shared-multiselect-and-more,25149,False,False
_DR_KIND_LABELS,assign,delay-reports,shared-multiselect-and-more,25167,False,False
_DR_KIND_COLORS,assign,delay-reports,shared-multiselect-and-more,25168,False,False
_drDestroyChart,function,delay-reports,shared-multiselect-and-more,25171,False,False
_drRenderCharts,function,delay-reports,shared-multiselect-and-more,25175,False,False
_drRenderTables,function,delay-reports,shared-multiselect-and-more,25315,False,False
renderDelayReports,function,delay-reports,shared-multiselect-and-more,25440,False,True
_drGetFilterSummary,function,delay-reports,shared-multiselect-and-more,25478,False,False
exportDelayReportsPDF,function,delay-reports,shared-multiselect-and-more,25493,False,True
_prSelProjs,assign,productivity-report,shared-multiselect-and-more,25562,False,False
_prSelAssignees,assign,productivity-report,shared-multiselect-and-more,25563,False,False
_prDatePreset,assign,productivity-report,shared-multiselect-and-more,25564,False,False
_prDateStart,assign,productivity-report,shared-multiselect-and-more,25565,False,False
_prDateEnd,assign,productivity-report,shared-multiselect-and-more,25566,False,False
_prComputeDateRange,function,productivity-report,shared-multiselect-and-more,25569,False,False
_prOnDatePreset,function,productivity-report,shared-multiselect-and-more,25592,False,True
_prOnCustomDate,function,productivity-report,shared-multiselect-and-more,25607,False,True
_prClearDateFilter,function,productivity-report,shared-multiselect-and-more,25617,False,True
_prUpdateDateChip,function,productivity-report,shared-multiselect-and-more,25628,False,False
_prToggleProjDrop,function,productivity-report,shared-multiselect-and-more,25649,False,True
_prToggleAssigneeDrop,function,productivity-report,shared-multiselect-and-more,25671,False,True
_prGetFilteredSprintIds,function,productivity-report,shared-multiselect-and-more,25700,False,False
_PR_RELEASED_STATUSES,assign,productivity-report,shared-multiselect-and-more,25717,False,False
_PR_DONE_STATUSES,assign,productivity-report,shared-multiselect-and-more,25719,False,False
_PR_ACTIVE_STATUSES,assign,productivity-report,shared-multiselect-and-more,25721,False,False
_prCalcScore,function,productivity-report,shared-multiselect-and-more,25723,False,False
_prScoreBadge,function,productivity-report,shared-multiselect-and-more,25734,False,False
_prUtilLabel,function,productivity-report,shared-multiselect-and-more,25740,False,False
_prTopPerformerScore,function,productivity-report,shared-multiselect-and-more,25747,False,False
_prBuildUserMetrics,function,productivity-report,shared-multiselect-and-more,25753,False,False
renderProductivityReport,function,productivity-report,shared-multiselect-and-more,25851,False,True
_prDebounceTimer,assign,productivity-report,shared-multiselect-and-more,25856,False,False
_prDebounced,function,productivity-report,shared-multiselect-and-more,25857,False,False
_renderProductivityReport,function,productivity-report,shared-multiselect-and-more,25859,False,False
exportProductivityPDF,function,productivity-report,shared-multiselect-and-more,26175,False,True
_erEpicProjectIds,function,epic-reports,epic-reports-tail,26403,False,False
_erEpicProjectNames,function,epic-reports,epic-reports-tail,26406,False,False
_erGetScopedEpics,function,epic-reports,epic-reports-tail,26413,False,False
_erPopulateFilters,function,epic-reports,epic-reports-tail,26424,False,False
_erOnProjectChange,function,epic-reports,epic-reports-tail,26442,False,True
_erOnEpicChange,function,epic-reports,epic-reports-tail,26446,False,True
_erSelectEpic,function,epic-reports,epic-reports-tail,26450,False,True
_erFilterTimer,assign,epic-reports,epic-reports-tail,26456,False,False
_debouncedRenderEpicReports,function,epic-reports,epic-reports-tail,26457,False,False
_getEpicReportsData,function,epic-reports,epic-reports-tail,26463,False,False
_erEpicMetrics,function,epic-reports,epic-reports-tail,26474,False,False
_ER_STATUS_COLORS,assign,epic-reports,epic-reports-tail,26486,False,False
_erStatusColor,function,epic-reports,epic-reports-tail,26491,False,False
_erDestroyChart,function,epic-reports,epic-reports-tail,26494,False,False
_erRenderOverviewCharts,function,epic-reports,epic-reports-tail,26499,False,False
_erRenderEpicDetailCharts,function,epic-reports,epic-reports-tail,26614,False,False
renderEpicReports,function,epic-reports,epic-reports-tail,26659,False,True
exportEpicReportsPDF,function,epic-reports,epic-reports-tail,26820,False,True
exportEpicReportsExcel,function,epic-reports,epic-reports-tail,26987,False,True
